dataset_id,split_family,policy,metric,unit_cols,n_units,observed,ci_low,ci_high
db10,db10_able_to_amputee,agency_margin_tau_0.15,balanced_accuracy,split_id|subject_id|session,15,0.5062106782106782,0.4211992063492063,0.5853940836940836
db10,db10_able_to_amputee,agency_margin_tau_0.20,balanced_accuracy,split_id|subject_id|session,15,0.5577316017316019,0.46001493506493507,0.6456219336219337
db10,db10_able_to_amputee,assist_only,balanced_accuracy,split_id|subject_id|session,15,0.6490591630591631,0.5395878787878788,0.7435295815295816
db10,db10_able_to_amputee,confidence_blend_alpha_0.25,balanced_accuracy,split_id|subject_id|session,15,0.5686089466089466,0.4660896103896104,0.660731673881674
db10,db10_able_to_amputee,confidence_blend_alpha_0.50,balanced_accuracy,split_id|subject_id|session,15,0.6416998556998558,0.5339638528138527,0.7366516594516596
db10,db10_able_to_amputee,confidence_blend_alpha_0.75,balanced_accuracy,split_id|subject_id|session,15,0.6478499278499279,0.5383695526695527,0.7428006493506493
db10,db10_able_to_amputee,selective_prediction,balanced_accuracy,split_id|subject_id|session,15,0.47304858104858094,0.3864788840788841,0.5476559403559403
db10,db10_able_to_amputee,set_acsa_tau_0.02,balanced_accuracy,split_id|subject_id|session,15,0.16939682539682538,0.14916038961038955,0.18709170274170264
db10,db10_able_to_amputee,set_acsa_tau_0.05,balanced_accuracy,split_id|subject_id|session,15,0.27406349206349206,0.2316388888888889,0.3144099567099567
db10,db10_able_to_amputee,set_acsa_tau_0.10,balanced_accuracy,split_id|subject_id|session,15,0.41631168831168824,0.34451219336219335,0.4840526695526695
db10,db10_able_to_amputee,set_acsa_tau_0.15,balanced_accuracy,split_id|subject_id|session,15,0.5034805194805194,0.4189936507936508,0.5817396825396826
db10,db10_able_to_amputee,set_acsa_tau_0.20,balanced_accuracy,split_id|subject_id|session,15,0.5564184704184706,0.458922582972583,0.6441255411255412
db10,db10_able_to_amputee,user_only,balanced_accuracy,split_id|subject_id|session,15,0.12640981240981236,0.11300815295815292,0.13828989898989894
db10,db10_able_to_amputee,agency_margin_tau_0.02,ece,split_id|subject_id|session,15,0.23091548762578898,0.19818673424927302,0.267532856935543
db10,db10_able_to_amputee,agency_margin_tau_0.05,ece,split_id|subject_id|session,15,0.21478057924579325,0.17885540258540963,0.2509113981543082
db10,db10_able_to_amputee,agency_margin_tau_0.10,ece,split_id|subject_id|session,15,0.18989560719835102,0.14892297559574075,0.23086539087997826
db10,db10_able_to_amputee,agency_margin_tau_0.15,ece,split_id|subject_id|session,15,0.16702402000031197,0.12147038109306983,0.21149950521118246
db10,db10_able_to_amputee,agency_margin_tau_0.20,ece,split_id|subject_id|session,15,0.15217476624952947,0.1038165772192712,0.19995833605716895
db10,db10_able_to_amputee,assist_only,ece,split_id|subject_id|session,15,0.10157414625421658,0.06798337024442196,0.13781769202353022
db10,db10_able_to_amputee,confidence_blend_alpha_0.25,ece,split_id|subject_id|session,15,0.3121233500705104,0.2712674598980413,0.3590815431784289
db10,db10_able_to_amputee,confidence_blend_alpha_0.50,ece,split_id|subject_id|session,15,0.19692599725006416,0.15368246141471778,0.24225927609326692
db10,db10_able_to_amputee,confidence_blend_alpha_0.75,ece,split_id|subject_id|session,15,0.09666132665977648,0.08066769471244642,0.11370807228719415
