split_family,policy,accuracy,macro_f1,active_macro_f1,balanced_accuracy,mean_ali,intervention_rate,risk_coverage_auc,active_risk_coverage_auc,ece,median_decision_time_ms,n,n_active
db10_mixed_to_amputee,plain_conf_threshold_matched_tau_0.20,0.5857936507936508,0.5389383462467378,0.6382747970139214,0.6070793650793651,0.03708875106030431,0.5823333333333333,0.2370901043399997,0.1975685041636335,0.1033996190301128,600.0,63000,31500
db10_mixed_to_amputee,set_acsa_tau_0.15,0.5854285714285715,0.5466563760838402,0.6609950749069003,0.6235324675324675,0.040202652927936136,0.7365555555555556,0.23037732955871043,0.20064359210728508,0.07547254570231919,600.0,63000,31500
db10_mixed_to_amputee,confidence_blend_alpha_0.25,0.6146031746031746,0.5745230812726682,0.6825989638544231,0.6426291486291487,0.04160074531741461,0.7226031746031746,0.23271034393456377,0.22488564175228526,0.3772382708275355,600.0,63000,31500
db10_mixed_to_amputee,agency_margin_tau_0.15,0.5913174603174604,0.5495264617706945,0.6644184557160052,0.6254083694083694,0.04232471036507177,0.7550952380952382,0.2293474912516086,0.2010388479073858,0.0856861674023846,600.0,63000,31500
db10_mixed_to_amputee,set_acsa_tau_0.20,0.6046825396825396,0.5717264694846842,0.6932548000051966,0.6532150072150071,0.04817606917819113,0.7835714285714286,0.2280928644821424,0.18945774552520972,0.07226286012365223,600.0,63000,31500
db10_mixed_to_amputee,agency_margin_tau_0.20,0.604952380952381,0.5721588246495688,0.6937835625631465,0.6534199134199135,0.0483577485124983,0.7847142857142857,0.22809074448517047,0.1894616535487193,0.07184346438812385,600.0,63000,31500
db10_mixed_to_amputee,confidence_blend_alpha_0.50,0.618031746031746,0.5853218647240169,0.7058075547452596,0.6636161616161615,0.049726960332348184,0.7837777777777777,0.2227105873278836,0.19299227206345043,0.24831841769050364,600.0,63000,31500
db10_mixed_to_amputee,confidence_blend_alpha_0.75,0.6153809523809524,0.5850939498066098,0.7086821860427146,0.6658614718614718,0.051113620616694645,0.7943015873015873,0.22379331575716666,0.18806114122681952,0.12327723884185357,600.0,63000,31500
db10_mixed_to_amputee,assist_only,0.6144920634920635,0.5852984742589912,0.710158940003744,0.6673881673881674,0.051684951590841514,0.7985714285714285,0.2251783476761017,0.18644706655899324,0.06979726111879958,600.0,63000,31500

