split_family,comparison_family,metric,policy_a,policy_b,unit_cols,n_units,estimate,ci_low,ci_high,p_value,beneficial,tau,policy_b_same_tau,n_audit_units,mean_abs_intervention_rate_gap,max_abs_intervention_rate_gap,exact_match_fraction,n_exact_match_units,mean_selected_threshold,min_selected_threshold,max_selected_threshold,mean_candidate_threshold_count,mean_max_attainable_intervention_rate,holm_rank,holm_n_tests,holm_threshold,holm_reject,beneficial_and_holm_significant
db10_amputee_loso,agency_vs_plain_conf_exact_budget,median_earliest_stable_safe_s,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session,15,0.12666666666666662,0.07983333333333362,0.1733333333333333,0.0029985007496251873,False,0.10,plain_conf_threshold_matched_tau_0.10,15,0.003142857142857151,0.028333333333333433,0.0,0,0.40908372731879966,0.14132664413225407,0.6131095737017374,203.0,0.8176190476190476,1,3,0.016666666666666666,True,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,median_earliest_stable_safe_s,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,0.04000000000000001,0.0,0.08,0.2623688155922039,False,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0010000000000000083,0.004047619047619078,0.2,3,0.3259510865795313,0.14132664413225407,0.4921987947470538,203.0,0.8176190476190476,2,3,0.025,False,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,median_earliest_stable_safe_s,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,0.0,0.0,0.0,1.0,False,0.20,plain_conf_threshold_matched_tau_0.20,15,0.0012539682539682553,0.00642857142857145,0.26666666666666666,4,0.2725432570275518,0.14132664413225407,0.4120938176780353,203.0,0.8176190476190476,3,3,0.05,False,False
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.02,plain_conf_threshold_exact_budget_tau_0.02,split_id|subject_id|session,15,0.2357142857142857,0.18880753968253966,0.27405952380952375,0.0009995002498750624,True,0.02,plain_conf_threshold_matched_tau_0.02,15,0.0012539682539682536,0.002619047619047604,0.13333333333333333,2,0.777533182673859,0.4865256382078954,1.01,203.0,0.7985714285714285,4,5,0.025,True,True
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.05,plain_conf_threshold_exact_budget_tau_0.05,split_id|subject_id|session,15,0.1646031746031746,0.12665079365079362,0.20301984126984124,0.0004997501249375312,True,0.05,plain_conf_threshold_matched_tau_0.05,15,0.0015079365079364887,0.008571428571428563,0.06666666666666667,1,0.5943043714362647,0.27400937370191286,1.01,203.0,0.7985714285714285,1,5,0.01,True,True
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session,15,0.06658730158730158,0.048009920634920655,0.0860357142857143,0.0004997501249375312,True,0.10,plain_conf_threshold_matched_tau_0.10,15,0.004476190476190482,0.03595238095238096,0.0,0,0.47295254455057945,0.20878248960385565,0.984361306611485,203.0,0.7985714285714285,2,5,0.0125,True,True
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,0.022222222222222213,0.012936507936507932,0.03230158730158729,0.0004997501249375312,True,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0027777777777777753,0.030000000000000027,0.13333333333333333,2,0.35983341517047635,0.14132664413225407,0.47498848389488924,203.0,0.7985714285714285,3,5,0.016666666666666666,True,True
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,0.004920634920634925,0.0014285714285714307,0.008888888888888901,0.02048975512243878,True,0.20,plain_conf_threshold_matched_tau_0.20,15,0.00173015873015873,0.018571428571428572,0.26666666666666666,4,0.3000688089569643,0.14132664413225407,0.4080472404594067,203.0,0.7985714285714285,5,5,0.05,True,True
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.02,plain_conf_threshold_exact_budget_tau_0.02,split_id|subject_id|session,15,0.08888888888888886,0.06824404761904765,0.1084146825396825,0.0009995002498750624,True,0.02,plain_conf_threshold_matched_tau_0.02,15,0.0012539682539682536,0.002619047619047604,0.13333333333333333,2,0.777533182673859,0.4865256382078954,1.01,203.0,0.7985714285714285,1,5,0.01,True,True
db10_mixed_to_amputee,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.05,plain_conf_threshold_exact_budget_tau_0.05,split_id|subject_id|session,15,0.0019047619047619035,-0.022625,0.03119246031746031,0.9095452273863068,True,0.05,plain_conf_threshold_matched_tau_0.05,15,0.0015079365079364887,0.008571428571428563,0.06666666666666667,1,0.5943043714362647,0.27400937370191286,1.01,203.0,0.7985714285714285,5,5,0.05,False,False
